index,link,name,CR,XP,alignment,size,type,init,senses,perception,AC,touch,flat_footed,HP,HD,fortitude,reflex,will,speed,burrow,climb,fly,swim,highest_attack_bonus,melee_attacks_num,melee_median_dmg,ranged_attacks_num,ranged_median_dmg,space,reach,strength,dexterity,constitution,intelligence,wisdom,charisma,BAB,CMB,CMD,feats_num,skills_num
697,https://www.d20pfsrd.com/bestiary/monster-listings/animals/skunk/skunk-giant,Giant Skunk,3.0,800,N,Large,Animal,3.0,2,7.0,15.0,12.0,12.0,27.0,5.0,5.0,7.0,2.0,30,0,0,0,0,5,2,7.5,0,0.0,10.0,5,17.0,16.0,13.0,2.0,12.0,9.0,3.0,7.0,20.0,3,3
698,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/spider/giant-black-widow-spider,Giant Black Widow Spider,3.0,800,N,Large,Vermin,2.0,2,4.0,15.0,11.0,13.0,37.0,5.0,7.0,3.0,1.0,30,0,30,0,0,6,1,11.0,0,0.0,10.0,5,19.0,15.0,16.0,NULL,10.0,2.0,3.0,8.0,20.0,0,3
699,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/spriggan,Spriggan,3.0,800,CE,Small,Humanoid,4.0,1,7.0,17.0,15.0,13.0,22.0,4.0,5.0,5.0,1.0,20,0,0,0,0,8,1,2.5,1,4.0,5.0,5,9.0,19.0,12.0,10.0,10.0,9.0,3.0,1.0,15.0,2,5
700,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/spriggan/fellnight-spriggan,Fellnight Spriggan,4.0,1200,CE,Large,Plant,3.0,1,2.0,18.0,12.0,15.0,NULL,NULL,8.0,7.0,1.0,20,0,0,0,0,5,3,8.75,1,4.5,10.0,10,12.0,17.0,18.0,11.0,10.0,9.0,3.0,5.0,18.0,3,5
701,https://www.d20pfsrd.com/bestiary/monster-listings/fey/spring-heeled-jack,Spring-Heeled Jack,3.0,800,CE,Small,Fey,5.0,1,7.0,16.0,16.0,11.0,26.0,4.0,3.0,9.0,4.0,40,0,0,0,0,9,1,4.5,0,0.0,5.0,5,15.0,21.0,14.0,10.0,10.0,13.0,2.0,3.0,18.0,2,7
702,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/troll/troll-moss,Moss Troll,3.0,800,CE,Large,Humanoid,4.0,3,5.0,15.0,13.0,11.0,30.0,4.0,7.0,5.0,4.0,30,0,10,0,0,5,2,6.0,0,0.0,10.0,10,16.0,19.0,16.0,9.0,12.0,7.0,3.0,8.0,22.0,2,5
703,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/trollhound,Trollhound,3.0,800,N,Medium,Magical beast,5.0,3,8.0,15.0,11.0,14.0,30.0,4.0,6.0,5.0,1.0,40,0,0,0,0,0,0,0.0,0,0.0,5.0,5,18.0,13.0,15.0,2.0,11.0,6.0,4.0,8.0,19.0,2,3
704,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/trollhound/scraghound,Scraghound,3.0,800,N,Medium,Magical beast,5.0,3,8.0,15.0,11.0,14.0,30.0,4.0,6.0,5.0,1.0,20,0,0,0,0,8,0,0.0,0,0.0,5.0,5,18.0,13.0,15.0,2.0,11.0,6.0,4.0,8.0,19.0,2,3
705,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/trollhound/trollhound-rock,Trollhound,3.0,800,N,Medium,Magical beast,5.0,3,8.0,19.0,11.0,18.0,30.0,4.0,6.0,5.0,1.0,40,0,0,0,0,8,0,0.0,0,0.0,5.0,5,18.0,13.0,15.0,2.0,11.0,6.0,4.0,8.0,19.0,2,3
706,https://www.d20pfsrd.com/bestiary/monster-listings/fey/twigjack,Twigjack,3.0,800,CE,Tiny,Fey,3.0,2,10.0,17.0,15.0,14.0,27.0,5.0,3.0,7.0,6.0,30,0,0,0,0,7,2,3.0,0,0.0,2.5,0,8.0,16.0,15.0,11.0,14.0,13.0,2.0,3.0,12.0,3,6
707,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/unicorn,Unicorn,3.0,800,CG,Large,Magical beast,3.0,3,10.0,15.0,12.0,12.0,34.0,4.0,7.0,7.0,6.0,60,0,0,0,0,8,2,6.5,0,0.0,10.0,5,18.0,17.0,16.0,11.0,21.0,24.0,4.0,9.0,22.0,2,4
708,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/Urdefhan,Urdefhan,3.0,800,NE,Medium,Outsider,NULL,1,7.0,16.0,11.0,15.0,NULL,NULL,6.0,4.0,4.0,30,0,0,0,0,8,2,9.5,1,9.0,5.0,5,19.0,12.0,17.0,14.0,13.0,14.0,3.0,7.0,18.0,2,8
709,https://www.d20pfsrd.com/bestiary/monster-listings/aberrations/vampiric-mist,Vampiric Mist,3.0,800,NE,Medium,Aberration,8.0,1,8.0,14.0,14.0,10.0,30.0,4.0,4.0,5.0,5.0,0,0,0,50,0,0,0,0.0,0,0.0,5.0,5,NULL,19.0,16.0,7.0,13.0,10.0,3.0,NULL,NULL,2,3
710,https://www.d20pfsrd.com/bestiary/monster-listings/plants/fungus-violet,Violet Fungus,3.0,800,N,Medium,Plant,-1.0,1,0.0,15.0,9.0,15.0,30.0,4.0,7.0,0.0,1.0,10,0,0,0,0,4,4,14.0,0,0.0,5.0,10,12.0,8.0,16.0,NULL,11.0,9.0,3.0,4.0,13.0,0,0
711,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/vargouille/vargouille-giant,Giant Vargouille,3.0,800,NE,Medium,Outsider,0.0,1,7.0,16.0,10.0,16.0,25.0,3.0,6.0,3.0,2.0,0,0,0,30,0,5,1,7.0,0,0.0,5.0,5,14.0,11.0,17.0,5.0,12.0,8.0,3.0,5.0,15.0,2,4
712,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/wasp/wasp-giant,Giant Wasp,3.0,800,N,Large,Vermin,1.0,1,9.0,14.0,10.0,13.0,34.0,4.0,8.0,2.0,2.0,20,0,0,60,0,6,1,11.0,0,0.0,10.0,5,18.0,12.0,18.0,NULL,13.0,11.0,3.0,8.0,19.0,0,2
713,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/wasp/wasp-swarm,Wasp Swarm,3.0,800,N,Diminutive,Vermin,1.0,1,9.0,15.0,15.0,14.0,31.0,7.0,5.0,3.0,3.0,5,0,0,40,0,0,0,0.0,0,0.0,10.0,0,1.0,13.0,10.0,NULL,12.0,9.0,5.0,NULL,NULL,0,2
714,https://www.d20pfsrd.com/bestiary/monster-listings/undead/wight,Wight,3.0,800,LE,Medium,Undead,1.0,1,11.0,15.0,11.0,14.0,26.0,4.0,3.0,2.0,5.0,30,0,0,0,0,4,1,3.5,0,0.0,5.0,5,12.0,12.0,NULL,11.0,13.0,15.0,3.0,4.0,15.0,2,4
715,https://www.d20pfsrd.com/bestiary/monster-listings/animals/canines/wolf//dire-wolf,Dire Wolf,3.0,800,N,Large,Animal,2.0,2,10.0,14.0,11.0,12.0,37.0,5.0,7.0,6.0,2.0,50,0,0,0,0,7,1,11.0,0,0.0,10.0,5,19.0,15.0,17.0,2.0,12.0,10.0,3.0,8.0,20.0,3,3
716,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/yeth-hound,Yeth Hound,3.0,800,NE,Medium,Outsider,6.0,2,9.0,15.0,12.0,13.0,30.0,4.0,3.0,6.0,6.0,40,0,0,60,0,7,0,0.0,0,0.0,5.0,5,17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
717,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/agogwe,Agogwe,3.0,800,N,Small,Monstrous humanoid,4.0,1,10.0,18.0,15.0,14.0,22.0,3.0,3.0,7.0,4.0,30,0,40,0,0,0,0,0.0,0,0.0,5.0,5,13.0,18.0,15.0,6.0,13.0,8.0,3.0,3.0,17.0,2,5
718,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant/ant-giant-drone,Giant Ant Drone,3.0,800,N,Medium,Vermin,2.0,2,7.0,19.0,12.0,17.0,22.0,2.0,8.0,2.0,3.0,50,0,20,30,0,0,0,0.0,0,0.0,5.0,5,18.0,14.0,21.0,NULL,17.0,15.0,1.0,5.0,17.0,0,3
719,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/avernal-ghoul,"Ghoul, Avernal",3.0,800,LE,Medium,Outsider,7.0,2,9.0,17.0,13.0,14.0,30.0,4.0,6.0,4.0,6.0,30,0,10,0,0,7,0,0.0,0,0.0,5.0,5,13.0,17.0,14.0,13.0,14.0,14.0,4.0,5.0,18.0,0,0
720,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/babbler,Babbler,3.0,800,CE,Large,Magical beast,5.0,3,10.0,14.0,10.0,14.0,30.0,4.0,6.0,5.0,3.0,40,0,0,0,0,7,3,22.0,0,0.0,10.0,5,18.0,13.0,12.0,10.0,14.0,11.0,4.0,9.0,20.0,2,5
721,https://www.d20pfsrd.com/bestiary/monster-listings/fey/baccae,Baccae,3.0,800,CN,Medium,Fey,3.0,1,7.0,15.0,13.0,12.0,27.0,5.0,2.0,7.0,3.0,30,0,0,0,0,5,3,6.0,0,0.0,5.0,5,15.0,16.0,12.0,11.0,9.0,16.0,2.0,4.0,17.0,3,7
722,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-boring,Giant Boring Beetle,3.0,800,N,Large,Vermin,0.0,1,0.0,15.0,9.0,15.0,30.0,4.0,7.0,1.0,1.0,20,0,0,0,0,6,1,13.5,0,0.0,10.0,5,18.0,10.0,16.0,NULL,10.0,9.0,3.0,8.0,18.0,0,0
723,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-saw-toothed,GIANT SAW-TOOTHED BEETLE,3.0,800,N,Medium,Vermin,0.0,2,0.0,18.0,10.0,18.0,32.0,5.0,6.0,1.0,1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,15.0,11.0,14.0,NULL,10.0,6.0,3.0,5.0,15.0,0,0
724,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-water,GIANT WATER BEETLE,3.0,800,N,Medium,Vermin,0.0,1,0.0,16.0,16.0,11.0,30.0,4.0,4.0,0.0,0.0,10,0,0,0,0,0,0,0.0,0,0.0,5.0,5,15.0,13.0,16.0,NULL,10.0,9.0,3.0,5.0,16.0,0,3
725,https://www.d20pfsrd.com/bestiary/monster-listings/aberrations/belabra-tangler,Belabra,3.0,800,N,Medium,Aberration,2.0,1,10.0,15.0,12.0,13.0,30.0,4.0,3.0,3.0,5.0,5,0,0,20,0,6,1,8.5,0,0.0,5.0,5,14.0,15.0,14.0,7.0,12.0,11.0,3.0,6.0,18.0,2,3
726,https://www.d20pfsrd.com/bestiary/monster-listings/animals/bear/black-bear,Black Bear,3.0,800,N,Medium,Animal,3.0,2,6.0,17.0,13.0,14.0,32.0,5.0,6.0,7.0,2.0,40,0,0,0,0,6,3,9.0,0,0.0,5.0,5,17.0,17.0,15.0,2.0,12.0,6.0,3.0,7.0,19.0,3,3
727,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/bonesnapper,Bonesnapper,3.0,800,N,Medium,Magical beast,2.0,2,8.0,15.0,12.0,13.0,30.0,4.0,6.0,6.0,2.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,14.0,14.0,15.0,2.0,12.0,10.0,4.0,6.0,18.0,2,2
728,https://www.d20pfsrd.com/bestiary/monster-listings/undead/cannibal-child,Cannibal Child,3.0,800,CE,Small,Undead,1.0,1,10.0,14.0,12.0,13.0,22.0,3.0,4.0,2.0,5.0,20,0,0,0,0,5,2,4.0,0,0.0,5.0,5,14.0,12.0,NULL,12.0,15.0,16.0,2.0,3.0,14.0,2,5
729,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/cobra-constructs/adamantine-cobra,Adamantine Cobra,3.0,800,N,Small,Construct,2.0,2,0.0,25.0,13.0,24.0,20.0,1.0,0.0,2.0,0.0,40,0,0,0,0,0,0,0.0,0,0.0,5.0,5,12.0,15.0,NULL,NULL,11.0,1.0,1.0,1.0,13.0,0,1
730,https://www.d20pfsrd.com/bestiary/monster-listings/undead/coffer-corpse,Coffer Corpse,3.0,800,CE,Medium,Undead,1.0,1,6.0,14.0,11.0,13.0,16.0,2.0,2.0,1.0,4.0,20,0,0,0,0,4,1,7.0,0,0.0,5.0,5,16.0,12.0,NULL,6.0,13.0,14.0,1.0,4.0,15.0,1,3
731,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/chupacabra/chupacabra-flying,Chupacabra,3.0,800,N,Small,Magical beast,7.0,2,6.0,16.0,14.0,13.0,30.0,4.0,6.0,7.0,3.0,30,0,0,60,0,6,2,3.25,0,0.0,5.0,5,13.0,16.0,14.0,3.0,15.0,6.0,4.0,4.0,17.0,2,3
732,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/fire-crab/fire-crab-greater/,"Fire Crab, Greater",3.0,800,N,Large,Vermin,0.0,2,4.0,16.0,9.0,16.0,30.0,4.0,7.0,1.0,1.0,30,0,0,0,0,7,2,16.0,0,0.0,10.0,5,18.0,11.0,16.0,NULL,11.0,2.0,3.0,8.0,18.0,1,3
733,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/crayfish-monstrous,Giant (Monstrous) Crayfish,3.0,800,N,Large,Vermin,0.0,1,4.0,15.0,9.0,15.0,26.0,4.0,6.0,1.0,1.0,20,0,0,0,0,5,2,14.0,0,0.0,10.0,5,16.0,10.0,14.0,NULL,10.0,2.0,3.0,7.0,17.0,0,3
734,https://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/river-dragon/river-dragon-wyrmling,Wyrmling River Dragon,3.0,800,CN,Tiny,Dragon,7.0,0,8.0,19.0,15.0,16.0,30.0,4.0,5.0,7.0,5.0,30,0,0,0,0,6,1,2.5,0,0.0,2.5,0,11.0,17.0,12.0,9.0,12.0,10.0,4.0,5.0,15.0,2,5
735,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/cold-iron-elemental-medium,Medium cold iron elemental,3.0,800,N,Medium,Outsider,-1.0,2,7.0,18.0,9.0,18.0,34.0,4.0,7.0,0.0,4.0,20,20,0,0,0,9,1,12.0,0,0.0,5.0,5,20.0,8.0,17.0,4.0,11.0,11.0,4.0,9.0,18.0,2,6
736,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ethereal-marauder,Ethereal Marauder,3.0,800,N,Medium,Magical beast,5.0,2,8.0,16.0,12.0,14.0,22.0,4.0,4.0,5.0,2.0,40,0,0,0,0,0,0,0.0,0,0.0,5.0,5,14.0,13.0,11.0,7.0,12.0,10.0,4.0,6.0,18.0,2,2
737,https://www.d20pfsrd.com/bestiary/monster-listings/plants/fungoid,Fungoid,3.0,800,NE,Medium,Plant,5.0,2,10.0,18.0,11.0,17.0,37.0,5.0,7.0,2.0,1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,19.0,12.0,17.0,4.0,11.0,6.0,3.0,7.0,18.0,3,2
738,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/gorgoni,Gorgoni,3.0,800,N,Medium,Outsider,6.0,2,10.0,16.0,12.0,14.0,30.0,4.0,3.0,6.0,5.0,30,0,0,0,0,6,2,3.75,1,3.5,5.0,5,12.0,15.0,14.0,14.0,12.0,13.0,4.0,5.0,17.0,2,10
739,https://www.d20pfsrd.com/bestiary/monster-listings/animals/hamster-giant,Giant Hamster,3.0,800,N,Large,Animal,1.0,1,9.0,15.0,10.0,14.0,30.0,4.0,7.0,5.0,2.0,20,10,0,0,0,6,1,11.0,0,0.0,10.0,5,19.0,13.0,16.0,1.0,12.0,6.0,3.0,8.0,19.0,2,2
740,https://www.d20pfsrd.com/bestiary/monster-listings/undead/hanged-man,hanged man,3.0,800,CE,Medium,Undead,5.0,1,7.0,15.0,11.0,14.0,22.0,4.0,2.0,2.0,4.0,0,0,0,0,0,5,2,9.0,0,0.0,5.0,5,15.0,13.0,NULL,9.0,11.0,13.0,NULL,NULL,NULL,2,3
741,https://www.d20pfsrd.com/bestiary/monster-listings/undead/hoar-spirit,Hoar Spirit,3.0,800,CE,Medium,Undead,2.0,1,11.0,17.0,12.0,15.0,26.0,4.0,3.0,3.0,6.0,0,0,0,0,0,7,2,16.0,0,0.0,5.0,5,17.0,15.0,NULL,10.0,15.0,15.0,3.0,6.0,18.0,2,5
742,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/horsefly-giant,Giant Horsefly,3.0,800,N,Large,Vermin,2.0,2,5.0,15.0,11.0,13.0,26.0,4.0,6.0,3.0,2.0,20,0,0,60,0,6,1,10.0,0,0.0,10.0,5,18.0,15.0,14.0,NULL,12.0,7.0,3.0,8.0,20.0,0,2
743,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-cobra-back,Cobra-Back Inphidian,3.0,800,NE,Medium,Monstrous humanoid,3.0,1,10.0,18.0,13.0,15.0,37.0,5.0,5.0,7.0,5.0,30,0,0,0,0,9,0,0.0,0,0.0,5.0,5,16.0,17.0,15.0,12.0,13.0,12.0,5.0,8.0,21.0,3,5
744,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-common,Common Inphidian,3.0,800,NE,Medium,Monstrous humanoid,7.0,1,8.0,17.0,13.0,14.0,30.0,4.0,3.0,7.0,5.0,30,0,0,0,0,6,0,0.0,0,0.0,5.0,5,14.0,17.0,15.0,12.0,13.0,12.0,4.0,6.0,19.0,2,5
745,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-dancer,Dancer Inphidian,3.0,800,NE,Medium,Monstrous humanoid,3.0,1,10.0,17.0,13.0,14.0,30.0,4.0,3.0,7.0,5.0,30,0,0,0,0,5,0,0.0,0,0.0,5.0,5,12.0,17.0,14.0,13.0,12.0,15.0,4.0,5.0,18.0,2,5
746,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-large,Large Monstrous Sea Wasp,3.0,800,N,Large,Vermin,1.0,1,4.0,12.0,11.0,11.0,22.0,4.0,5.0,2.0,1.0,0,0,0,0,0,3,1,6.0,0,0.0,10.0,10,13.0,13.0,12.0,NULL,10.0,2.0,3.0,5.0,16.0,0,4
747,https://www.d20pfsrd.com/bestiary/monster-listings/plants/jupiter-bloodsucker,Jupiter Bloodsucker,3.0,800,N,Medium,Plant,-3.0,1,0.0,15.0,7.0,15.0,30.0,4.0,7.0,-2.0,1.0,5,0,0,0,0,4,0,0.0,0,0.0,5.0,5,12.0,5.0,16.0,NULL,10.0,10.0,3.0,4.0,11.0,0,0
748,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kathlin,Kathlin,3.0,800,NG,Large,Magical beast,2.0,3,8.0,15.0,11.0,13.0,34.0,4.0,7.0,6.0,2.0,50,0,0,0,0,7,5,19.5,0,0.0,10.0,5,18.0,15.0,17.0,5.0,13.0,8.0,4.0,9.0,21.0,2,1
749,https://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/lizard-blood-giant-rock-horned,Blood Lizard,3.0,800,N,Medium,Animal,2.0,1,8.0,18.0,12.0,16.0,30.0,4.0,7.0,6.0,2.0,30,0,0,0,0,8,1,10.0,0,0.0,5.0,5,18.0,14.0,17.0,2.0,12.0,2.0,3.0,7.0,19.0,2,4
750,https://www.d20pfsrd.com/bestiary/monster-listings/aberrations/jelly-marsh,Marsh Jelly,3.0,800,N,Medium,Aberration,5.0,2,10.0,16.0,11.0,15.0,32.0,5.0,3.0,2.0,5.0,5,0,0,30,0,6,4,28.0,0,0.0,5.0,5,16.0,13.0,15.0,3.0,12.0,10.0,3.0,6.0,17.0,3,4
751,https://www.d20pfsrd.com/bestiary/monster-listings/aberrations/jelly-marsh/jelly-marsh-jubilex-touched,Jubilex-Touched Marsh Jelly,11.0,12800,CE,Large,Aberration,5.0,2,29.0,17.0,10.0,16.0,142.0,15.0,10.0,8.0,10.0,5,0,0,30,0,18,0,0.0,0,0.0,10.0,10,24.0,12.0,20.0,10.0,12.0,10.0,11.0,19.0,30.0,8,6
752,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/mephit/mephit-lightning,Lightning Mephit,3.0,800,N,Medium,Outsider,7.0,1,4.0,17.0,14.0,13.0,16.0,3.0,1.0,6.0,3.0,30,0,0,60,0,3,2,10.0,0,0.0,5.0,5,10.0,17.0,10.0,6.0,11.0,15.0,NULL,NULL,NULL,0,0
753,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/mephit/mephit-smoke,Smoke Mephit,3.0,800,N,Medium,Outsider,6.0,1,4.0,17.0,14.0,14.0,16.0,3.0,1.0,5.0,3.0,30,0,0,50,0,3,2,4.0,0,0.0,5.0,5,10.0,14.0,10.0,6.0,11.0,15.0,NULL,NULL,NULL,0,0
754,https://www.d20pfsrd.com/bestiary/monster-listings/animals/herd-animals/herd-animal-moose-fgg,Moose,3.0,800,N,Large,Animal,1.0,2,10.0,15.0,10.0,14.0,30.0,4.0,7.0,5.0,1.0,30,0,0,0,0,6,2,7.5,0,0.0,10.0,5,18.0,13.0,17.0,3.0,10.0,6.0,3.0,8.0,19.0,2,3
755,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/mudbog,Mudbog,3.0,800,N,Large,Ooze,-5.0,1,-5.0,4.0,4.0,4.0,31.0,3.0,7.0,-4.0,-4.0,10,0,0,0,0,0,0,0.0,0,0.0,10.0,0,20.0,1.0,23.0,NULL,1.0,1.0,2.0,8.0,13.0,0,1
756,https://www.d20pfsrd.com/bestiary/monster-listings/fey/oakman,Oakman,3.0,800,CN,Small,Fey,1.0,1,8.0,17.0,12.0,15.0,16.0,3.0,3.0,4.0,5.0,20,0,30,0,0,5,1,7.0,0,0.0,5.0,5,12.0,13.0,14.0,11.0,15.0,14.0,1.0,1.0,12.0,2,6
757,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-emerald,Emerald Ooze,3.0,800,N,Medium,Ooze,5.0,1,-5.0,16.0,11.0,15.0,33.0,4.0,4.0,3.0,-4.0,30,0,0,0,0,4,1,7.0,0,0.0,5.0,5,13.0,13.0,15.0,NULL,1.0,1.0,3.0,4.0,15.0,0,0
758,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/jelly-stun,Stunjelly,3.0,800,N,Large,Ooze,0.0,1,-5.0,9.0,9.0,9.0,42.0,4.0,7.0,1.0,-4.0,10,0,0,0,0,3,1,8.0,0,0.0,10.0,5,12.0,10.0,22.0,NULL,1.0,1.0,3.0,5.0,15.0,0,0
759,https://www.d20pfsrd.com/bestiary/monster-listings/plants/phlogiston,Phlogiston,3.0,800,N,Medium,Plant,1.0,1,1.0,16.0,11.0,15.0,26.0,4.0,6.0,2.0,2.0,0,0,0,0,0,6,4,28.0,0,0.0,5.0,5,17.0,13.0,14.0,NULL,12.0,2.0,3.0,6.0,17.0,0,0
760,https://www.d20pfsrd.com/bestiary/monster-listings/fey/phooka,Phooka,3.0,800,CN,Small,Fey,3.0,1,12.0,17.0,15.0,13.0,22.0,5.0,2.0,7.0,6.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,10.0,17.0,12.0,13.0,15.0,18.0,2.0,1.0,15.0,3,9
761,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/pond-drinker,Pond Drinker,3.0,800,N,Tiny,Vermin,4.0,1,1.0,18.0,16.0,14.0,27.0,5.0,NULL,NULL,NULL,15,0,0,0,0,5,1,2.0,0,0.0,2.0,0,10.0,18.0,12.0,NULL,12.0,10.0,3.0,1.0,11.0,0,1
762,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/pyrolisk,Pyrolisk,3.0,800,NE,Small,Magical beast,3.0,2,9.0,16.0,14.0,13.0,26.0,4.0,5.0,7.0,2.0,20,0,0,60,0,8,1,2.5,0,0.0,5.0,5,6.0,17.0,13.0,4.0,13.0,9.0,4.0,1.0,14.0,2,2
763,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-lightning/lightning-quasi-elemental-small,Small Lightning Quasi-Elemental,3.0,800,N,Small,Outsider,4.0,1,9.0,19.0,16.0,14.0,33.0,6.0,2.0,9.0,5.0,0,0,0,60,0,9,2,7.0,0,0.0,5.0,5,10.0,18.0,10.0,4.0,11.0,11.0,6.0,5.0,20.0,3,3
764,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-acid/acid-quasi-elemental-large,Large Acid Quasi-Elemental,3.0,800,N,Large,Outsider,6.0,1,9.0,19.0,11.0,17.0,51.0,6.0,5.0,7.0,5.0,20,0,0,0,0,8,2,21.0,0,0.0,10.0,10,17.0,14.0,17.0,4.0,11.0,11.0,6.0,10.0,22.0,3,4
765,https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-obsidian/obsidian-quasi-elemental-large,Large Obsidian Quasi-Elemental,3.0,800,N,Large,Outsider,-1.0,1,9.0,17.0,8.0,17.0,51.0,6.0,5.0,4.0,5.0,20,0,0,0,0,11,2,22.0,0,0.0,5.0,5,22.0,8.0,17.0,6.0,11.0,11.0,6.0,13.0,22.0,3,4
766,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/retch-hound,Retch Hound,3.0,800,NE,Medium,Magical beast,2.0,2,12.0,17.0,12.0,15.0,22.0,3.0,5.0,5.0,2.0,40,0,0,0,0,5,1,6.0,0,0.0,5.0,5,14.0,15.0,15.0,5.0,12.0,4.0,3.0,5.0,17.0,1,2
767,https://www.d20pfsrd.com/bestiary/monster-listings/animals/shark/hammerhead-shark,Hammerhead Shark,3.0,800,N,Large,Animal,7.0,2,10.0,18.0,12.0,15.0,30.0,4.0,9.0,7.0,4.0,0,0,0,0,0,7,1,12.0,0,0.0,10.0,5,21.0,16.0,17.0,1.0,16.0,6.0,3.0,9.0,22.0,2,2
768,https://www.d20pfsrd.com/bestiary/monster-listings/animals/shark/tiger-shark,Tiger Shark,3.0,800,N,Huge,Animal,4.0,2,7.0,15.0,8.0,15.0,30.0,4.0,9.0,4.0,2.0,0,0,0,0,0,6,1,14.5,0,0.0,15.0,10,21.0,10.0,17.0,1.0,12.0,2.0,NULL,NULL,NULL,0,0
769,https://www.d20pfsrd.com/bestiary/monster-listings/plants/fungus-sheet,Sheet Fungus,3.0,800,N,Medium,Plant,3.0,1,6.0,17.0,13.0,14.0,25.0,3.0,7.0,4.0,3.0,0,0,0,40,0,4,1,7.0,0,0.0,5.0,5,14.0,16.0,18.0,10.0,11.0,10.0,2.0,4.0,17.0,2,3
770,https://www.d20pfsrd.com/bestiary/monster-listings/plants/shrieker/shrieker-mindstab-fungus,Mindstab Fungus,3.0,800,N,Small,Plant,0.0,1,1.0,14.0,11.0,13.0,11.0,2.0,4.0,0.0,1.0,5,0,0,0,0,0,0,0.0,0,0.0,5.0,0,9.0,10.0,13.0,NULL,12.0,10.0,1.0,-1.0,9.0,0,0
771,https://www.d20pfsrd.com/bestiary/monster-listings/plants/silver-bells,Silver Bells,3.0,800,N,Large,Plant,2.0,1,10.0,15.0,11.0,13.0,22.0,4.0,5.0,3.0,3.0,20,0,0,0,0,3,1,2.5,0,0.0,10.0,15,11.0,14.0,13.0,1.0,15.0,8.0,3.0,4.0,16.0,2,1
772,https://www.d20pfsrd.com/bestiary/monster-listings/undead/skulleton,Skulleton,3.0,800,NE,Tiny,Undead,0.0,1,11.0,14.0,12.0,14.0,26.0,4.0,3.0,1.0,5.0,0,0,0,10,0,5,1,0.0,0,0.0,2.5,0,6.0,10.0,NULL,10.0,12.0,14.0,3.0,1.0,9.0,3,4
